Year,Rank,Company,Leadership,Country,Defense_Revenue_From_A_Year_Ago,Defense_Revenue_From_Two_Years_Ago,%Defense Revenue Change,Total Revenue,%of Revenue from Defence
2007,80,Aviation Holding Company Sukhoi 9,"Mikhail Pogosyan, Director",Russia,514.8,1469,-65,553.5,93
2007,81,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,510.6,437.1,17,1206.5,42.3
2007,82,AAI,"Frederick M. Strader, President and CEO",U.S.,480,355,35,517,92.8
2007,83,Jacobs Engineering Group 6 12,"Noel Watson, Chairman and CEO",U.S.,479,544,-12,5635,8.5
2007,84,CAE 4,"Robert Brown, President and CEO",Canada,452.3,383,18,948.4,47.7
2007,85,ADI,"Lucio Di Bartolomeo, Managing Director",Australia,438.9,511.8,-14,466.7,94
2007,88,Toshiba 4 5,"Atsutoshi Nishida, President and CEO",Japan,421.1,385.9,9,53958.5,0.8
2007,89,Embraer 14,"MaurÃ­cio Novis Botelho, President and CEO",Brazil,406,365.8,11,3829.9,10.6
2007,91,Aerospace Equipment 9,"Sergei Bodrunov, Director",Russia,397.3,444.2,-11,575.8,69
2007,92,Israel Military Industries,"Avi Felderi, acting CEO",Israel,379,399.1,-5,379,100
2007,94,Ball Corp. 18,"David Hoover, Chairman, President and CEO",U.S.,361.4,344.7,5,5751.2,6.3
2007,95,Orbital Sciences,"David Thompson, Chairman and CEO",U.S.,350,365.1,-4,703.4,49.8
2007,98,ARINC,"John Belcher, Chairman and CEO",U.S.,330.1,532,-38,891,37
2007,99,Indra Sistemas 14,"Javier MonzÃ³n, CEO",Spain,303.3,313.8,-3,1424,21.3
2007,100,Ishikawajima-Harima Heavy Industries 4 5,"Mototsugu Ito, President",Japan,296,458.5,-35,9586.4,3.1
2006,1,Lockheed Martin,"Robert J. Stevens, Chairman and CEO",U.S.,34050,30097,13,35526,95.8
2006,2,Boeing (1),"W. James McNerney, Chairman, President and CEO",U.S.,30464,27360,11,52457,58.1
2006,3,Northrop Grumman,"Ronald D. Sugar, Chairman, CEO, and President",U.S.,22126,18700,18,29900,74
2006,4,BAE Systems,"Mike Turner, CEO",U.K.,20344.8,17159,19,25431,80
2006,5,Raytheon,"William H. Swanson, Chairman and CEO",U.S.,18771,16896,11,20245,92.7
2006,6,General Dynamics,"Nicholas D. Chabraja, Chairman and CEO",U.S.,15000,12782,17,19178,78.2
2006,7,EADS (2),"Thomas Enders and No'l Forgeard, co-CEOs",Netherlands,10505.9,8036.5,31,43387.9,24.2
2006,8,Honeywell,"David M. Cote, Chairman and CEO",U.S.,10240.4,4200,144,25601,40
2006,9,Thales,"Denis Ranque, Chairman and CEO",France,8868.6,8476,5,14053.3,63.1
2006,10,Halliburton (3),"David J. Lesnar, Chairman, President and CEO",U.S.,8000,2700,196,20446,39.1
2006,11,Finmeccanica,Pier Francesco Guarguaglini. Chairman and CEO,Italy,7670.6,5895.5,30,12807.6,59.9
2006,12,United Technologies,"George David, Chairman and CEO",U.S.,6740,5300,27,37445,18
2006,13,L-3 Communications,"Frank Lanza, Chairman and CEO",U.S.,6133.8,4369.2,40,6897,88.9
2006,14,Science Applications International Corp. (4),"Ken Dahlberg, CEO and President",U.S.,4686,3735,25,7187,65.2
2006,15,Computer Sciences Corp. (5),"Van B. Honeycutt, Chairman and CEO",U.S.,3779,3818,-1,14768,25.6
2006,16,DCN,"Jean-Marie Poimbouef, President and CEO",France,3547.4,2084.5,70,3547.4,100
2006,17,General Electric (6),"Jeffrey R. Immelt, Chairman and CEO",U.S.,3400,3100,10,15500,21.9
2006,18,Rolls-Royce,"Sir John Rose, CEO",U.K.,3069,2489.9,23,11366.9,27
2006,19,"Misubishi Heavy Industries (5,7)","Kazuo Tsukuda, President",Japan,2516.7,2667.4,-6,25323.6,9.9
2006,20,Alliant Techsystems (5),"Daniel J. Murphy Jr., Chairman and CEO",U.S.,2516,2102,20,2081,89.9
2006,21,ITT Industries,"Steve R. Loranger, Chairman, President and CEO",U.S.,2414,1790.9,35,6740.1,35.8
2006,22,United Defense Industries (8),"Thomas W. Rabaut, President and CEO",U.S,2292,2052.6,12,2292,100
2006,23,Snecma (9),"Jean-Paul BÃ©chat, Chairman and CEO",France,2183,1845.9,18,9277.9,23.5
2006,24,Titan (10),"Gene W. Ray, Chairman, President and CEO",France,2004,1113,80,2047,97.9
2006,25,Saab,"Ã…ke Svensson, President and CEO",Sweden,1900,1380,38,4200,64.3
2006,26,Rheinmetall,"Klaus Eberhardt, Executive Board Chairman",Germany,1882.8,2014.1,-7,4652.6,40.5
2006,27,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,1828.3,2009.1,-9,4720.8,38.7
2006,28,Booz Allen Hamilton (5),"Ralph W. Shrader, Chairman and CEO",U.S.,1767,1355,30,3300,53.5
2006,29,Bechtel Group (3),"Riley Bechtel, Chairman and CEO",U.S.,1742.5,910.4,91,17400,10
2006,30,SAGEM (9),"GrÃ©goire Olivier, Chairman and CEO",France,1584,1359,17,4870.9,32.5
2006,31,Electronic Data Systems (3),"Michael H. Jordan, Chairman and CEO",U.S.,1538.3,772.1,99,20669,7.4
2006,32,Rockwell Collins (11),"Clayton M. Jones, Chairman, President, and CEO",U.S.,1535,1270,21,2604,58.9
2006,33,Textron (12),"Lewis B. Campbell, Chairman, President and CEO",U.S.,1500,1600,-6,10242,14.6
2006,34,Aviation Holding Company Sukhoi (13),"Mikhail Pogosyan, Director",Russia,1469,1425,3,1499,98
2006,35,URS (14),"Martin M. Koffel, Chairman and CEO",U.S.,1460,1230,19,3300,44.2
2006,36,Harris (15),"Howard L. Lance, Chairman, President and CEO",U.S.,1445,1100,31,2518.6,57.4
2006,37,Goodrich,"Marshall O. Larsen, Chairman, President and CEO",U.S.,1400,1300,8,4700,29.8
2006,38,QinetiQ (5),"Sir John Chisolm, CEO",U.K.,1399.1,1161.4,20,1639.2,85.4
2006,39,Israel Aircraft Industries,"Moshe Keret, President and CEO",Israel,1379,1308,5,2056,67.1
2006,40,"Kawasaki Heavy Industries (5,7)","Masamoto Tazaki, President and CEO",Japan,1329,1096.5,21,11547.6,11.5
2006,41,DRS Technologies (5),"Mark S. Newman, Chairman, President, and CEO",U.S.,1258,940.2,34,1308.6,96.1
2006,42,Smiths Group (16),"Keith Butler-Wheelhouse, CEO",U.K.,1243.1,1778.2,-30,4972.4,25
2006,43,Anteon,"Joseph Kampf, President and CEO",U.S.,1124.8,927,21,1268.1,88.7
2006,44,Washington Group International,"Stephen G. Hanks, President and CEO",U.S.,1109.7,1048,6,2915.2,38.1
2006,45,RUAG,"Konrad Peter, Chairman",Switzerland,1082.8,838.1,29,1691.9,64
2006,46,VT Group (5),"Paul Lester, CEO",U.K.,1048.4,857.8,22,1397.9,75
2006,47,ThyssenKrupp,"Ekkehard Schulz, CEO",Germany,1028.8,1110,-7,53620.9,1.9
2006,48,"Mitsubishi Electric (5,7)","Tamotsu Nomakuchi, President and CEO",Japan,959.8,898.6,7,31720.6,3
2006,49,Cobham,"Allen Cook, CEO",U.K.,946.9,742.7,27,1893.8,50
2006,51,Hindustan Aeronautics (5),"Ashok K. Baweja, Chairman and Managing Director",India,918,738,24,1020,90
2006,52,OshKosh Truck (11),"Robert G. Bohn, Chairman, President and CEO",U.S.,905,657,38,2700,33.5
2006,53,Singapore Technologies Engineering,"Tan Pheng Hock, President and CEO",Singapore,882.6,903.6,-2,1800.7,49
2006,54,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,876.3,848,3,939.9,93.2
2006,55,IZAR Construcctiones Navales (17),"Juan Pedro Gomez Jaen, President",Spain,851.4,739,15,1528.1,55.7
2006,56,"NEC (5,7)","Akinobu Kanasugi, President",Japan,842.6,533.1,58,45155.3,1.9
2006,57,Engineered Support Systems (14),"Gerald A. Potthoff, Vice Chairman and CEO",U.S.,830.6,555.2,50,883.6,94
2006,58,Krauss-Maffei Wegmann,"Manfred Bode, Chairman and CEO",Germany,818.6,791.1,3,818.6,100
2006,59,GIAT Industries,"Luc Vigneron, Chairman and CEO",France,804.9,915.4,-12,804.9,100
2006,60,Rafael Armament Development Authority,"Yedidia Yaari, President and General Manager",Israel,800,830,-4,800,100
2006,61,GKN Group 11,"Kevin Smith, CEO",U.K.,791.7,1533.7,-48,7917.4,10
2006,62,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,781,683.1,14,2169.4,36
2006,63,ManTech International,"George J. Pedersen, Chairman and CEO",U.S.,773.3,639.9,21,842.4,91.8
2006,64,"CACI (3,15)","J.P. London, Chairman, President and CEO",U.S.,771.9,536.3,44,1145.8,67.4
2006,65,Babcock International Group (5),"Peter Rogers, CEO",U.K.,761.5,602.6,26,1428,53.3
2006,66,Irkut (13),"Oleg Demchenko, Director",Russia,624.5,468.4,33,643.8,97
2006,67,Fincantieri,"Giuseppe Bono, CEO",Italy,615.3,632.9,-3,2970.3,20.7
2006,68,Armor Holdings,"Warren B. Kanders, Chairman and CEO",U.S.,605,91,565,980,61.7
2006,69,Ericsson,"Carl-Henric Svanberg, President and CEO",Sweden,600,439.1,37,1650,36.4
2006,70,"MITRE (11,18)","Martin C. Faga, President and CEO",U.S.,592.1,533.7,11,870.7,68
2006,71,Battelle (11),"Carl F. Kohrt, President and CEO",U.S.,581,472,23,2900,20
2006,72,Korea Aerospace Industries,"Hae Joo Chung, President and CEO",South Korea,557.8,596.5,-6,626,89.1
2006,73,Stewart & Stevenson Services,"Max L. Lukens, President and CEO",U.S.,549,446,23,1160,47.3
2006,74,Jacobs Engineering Group (11),"Noel G. Watson, Chairman and CEO",U.S.,544,494,10,710,76.6
2006,75,ARINC,"John M. Belcher, Chairman and CEO",U.S.,532,347.1,53,734,72.5
2006,76,The Aerospace Corp. (11),"William F. Ballhaus Jr., President and CEO",U.S.,524,510,3,615,85.2
2006,77,Bharat Electronics (5),"Y. Gopala Rao, Chairman and Managing Director",India,519.4,434.2,20,742,70
2006,78,ADI,"Lucio Di Bartolomeo, Managing Director",Australia,511.8,496.7,3,536.4,95.4
2006,79,Tenix Defence (15),"Robert Salteri, CEO",Australia,495.3,380.3,30,762,65
2006,80,EDO,"James M. Smith, Chairman, President and CEO",U.S.,489,415,18,536,91.2
2006,81,Kongsberg Gruppen,"Jan Erik Korssjoen, CEO",Norway,478,456.1,5,1000,47.8
2006,82,Ultra Electronic Holdings,"Douglas Caster, CEO",U.K.,473.2,399,19,614.6,77
2006,83,"Ishikawajima-Harima Heavy Industries (5,7)","Mototsugu Ito, President and CEO",Japan,458.5,342.8,34,10128.4,4.5
2006,84,Cubic (11),"Walter J. Zable, Chairman, President and CEO",U.S.,452.9,365.1,24,722,62.7
2006,85,Aerospace Equipment (13),"Sergei Bodrunov, Director",Russia,444.2,488.9,-9,583,76.2
2006,86,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,437.1,387,13,1016.6,43
2006,87,Meggitt,"Terry Twigger, CEO",U.K.,415.3,314.6,32,922.8,45
2006,89,Israel Military Industries Ltd.,"Ehud (Udi) Ganani, President and CEO",Israel,399.1,469,-15,399.1,100
2006,90,BearingPoint (15),"Harry L. You, CEO",U.S.,398.5,328.5,21,3450,11.6
2006,91,"Toshiba (5,7)","Atsutoshi Nishida, President and CEO",Japan,385.9,368.3,5,54279.2,0.7
2006,92,CAE (5),"Robert E. Brown, President and CEO",Canada,383,361.6,6,810.6,47.2
2006,94,Orbital Sciences,"David W. Thompson, Chairman and CEO",U.S.,365.1,261.6,40,676,54
2006,96,AAI,"Frederick M. Strader, President and CEO",U.S.,355,282,26,385,92.2
2006,98,Ufa MPO (13),"Yuri Puvstogarov, Director",Russia,345.7,390.6,-11,363.9,95
2006,99,Ball Corp.,"R. David Hoover, Chairman, President and CEO",U.S.,344.7,307,12,5440.2,6.3
2006,100,"Komatsu (5,7)","Masahiro Sakane, President and CEO",Japan,322.7,356,-9,9623.3,3.4
2005,1,Lockheed Martin,"Vance D. Coffman, Chairman and CEO",U.S.,30097,23337,29,31824,94.6
2005,2,Boeing,"Harry C. Stonecipher, President and CEO",U.S.,27360,22033,24,50500,54.2
2005,3,Northrop Grumman,"Ronald D. Sugar, Chairman, CEO, and President",U.S.,18700,12278.1,52,26200,71.4
2005,4,BAE Systems (1),"Mike Turner, CEO",U.K.,17159,15036.4,14,22359.3,76.7
2005,5,Raytheon,"William H. Swanson, Chairman and CEO",U.S.,16896,15291,10,18100,93.3
2005,6,General Dynamics,"Nicholas D. Chabraja, Chairman and CEO",U.S.,12782,9800,30,16617,76.9
2005,7,Thales,"Denis Ranque, Chairman and CEO",France,8476,7652.6,11,13310.4,63.7
2005,8,EADS,"Philippe Camus and Rainer Hertrich, co-CEOs",Netherlands,8036.5,6289.8,28,37796.6,21.3
2005,9,Finmeccanica (2),"Pier Francesco Guarguaglini, Chairman and CEO",Italy,5895.5,3894.4,51,10856.8,54.3
2005,10,United Techologies (3),"George David, Chairman and CEO",U.S.,5300,3600,47,31034,17.1
2005,11,L-3 Communications,"Frank C. Lanza, Chairman and CEO",U.S.,4369.2,3581,22,5061.6,86.3
2005,12,Honeywell,"David M. Cote, Chairman and CEO",U.S.,4200,3800,11,23100,18.2
2005,13,Computer Sciences Corp. (4),"Van B. Honeycutt, Chairman and CEO",U.S.,3818,1904.9,100,14800,25.8
2005,14,Science Applications International Corp. (5),"K.C. Dahlberg, CEO and President",U.S.,3735,3045,23,6720,55.6
2005,15,General Electric (6),"Jeffrey R. Immelt, Chairman and CEO",U.S.,3100,2800,11,134200,2.3
2005,16,"Halliburton (7,8)","David J. Lesar, Chairman, President, and CEO",U.S.,2700,483.7,458,16271,16.6
2005,17,"Mitsubishi Heavy Industries (4,9)","Kazuo Tsukuda, President",Japan,2667.4,2903.3,-8,22473.6,11.9
2005,18,Rolls-Royce,"Sir John Rose, CEO",U.K.,2489.9,2207.7,13,9959.6,25
2005,19,Alliant Techsystems (4),"Daniel J. Murphy Jr., CEO",U.S.,2102,1820,15,2366,88.8
2005,20,DCN,"Jean-Marie Poimboeuf, President and CEO",France,2084.5,2286.3,-9,2084.5,100
2005,21,United Defense Industries,"Thomas W. Rabaut, President and CEO",U.S.,2052.6,1725,19,2052.6,100
2005,22,Rheinmetall DeTec,"Klaus Eberhardt, CEO",Germany,2014.1,1758.1,15,5334.2,37.8
2005,23,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,2009.1,1269.5,58,4143.8,48.5
2005,24,Snecma,"Jean-Paul BÃ©chat, Chairman and CEO",France,1845.9,1295.7,42,8036.5,23
2005,25,ITT Industries,"Louis J. Giuliano, Chairman, President, and CEO",U.S.,1790.9,1513.9,18,5626.6,31.8
2005,26,Smiths Industries (10),"Keith Butler-Wheelhouse, CEO",U.K.,1778.2,1117,59,4235.2,42
2005,27,Textron,"Lewis B. Campbell, Chairman, President, and CEO",U.S.,1600,1608,0,9859,16.2
2005,28,GKN Group (11),"Kevin Smith, CEO",U.K.,1533.7,2084.5,-26,7668.7,20
2005,29,Aviation Holding Company Sukhoi (12),"Mikhail Pogosyan, General Director",Russia,1425,988,44,1500,95
2005,30,Saab,"Ã…ke Svensson, President and CEO",Sweden,1380,1415.7,-3,1725,80
2005,31,SAGEM,"GrÃ©goire Olivier, Chairman and CEO",France,1359.9,1046.2,30,3993.1,34.1
2005,32,Booz Allen Hamilton (4),"Ralph W. Shrader, Chairman and CEO",U.S.,1355,1026,32,2700,50.2
2005,33,Israel Aircraft Industries,"Moshe Keret, President and CEO",Israel,1308,1254,4,1868,70
2005,34,Goodrich,"Marshall O. Larsen, Chairman, President, and CEO",U.S.,1300,1000,30,4383,29.7
2005,35,Rockwell Collins (11),"Clayton M. Jones, Chairman, President, and CEO",U.S.,1270,1115,14,2542,50
2005,36,URS (13),"Martin M. Koffel, Chairman, CEO, and President",U.S.,1230,1200,2,3200,38.4
2005,37,QinetiQ,"Sir John Chrisholm, CEO",U.K.,1161.4,1007.9,15,1380.1,84.2
2005,38,Titan,"Gene W. Ray, Chairman, President, and CEO",U.S.,1113,1320,-16,1800,61.8
2005,39,ThyssenKrupp Werften,"Dr. Klaus Borgschulte, CEO",Germany,1110,955,16,6152.9,18
2005,40,Harris (14),"Howard L. Lance, President and CEO",U.S.,1100,1012.7,9,2093,52.6
2005,41,"Kawasaki Heavy Industries (4,9)","Masamoto Tazaki, President and CEO",Japan,1096.5,919.6,19,10986.2,10
2005,42,Washington Group International,"Stephen G. Hanks, President and CEO",U.S.,1048,918,14,2501,41.9
2005,43,DRS Technologies (4),"Mark S. Newman, Chairman, President, and CEO",U.S.,940.2,608.2,55,1001.3,93.9
2005,44,Anteon,"Joseph M. Kampf, President and CEO",U.S.,927,661,40,1042,89
2005,45,GIAT Industries,"Luc Vigneron, Chairman and CEO",France,915.4,814.5,12,915.4,100
2005,46,Bechtel Group (7),"Riley Bechtel, Chairman and CEO",U.S.,910.4,1029.7,-12,16300,5.6
2005,47,Singapore Technologies Engineering,"Tan Pheng Hock, President and CEO",Singapore,903.6,864.8,4,1655.1,54.6
2005,48,"Mitsubishi Electric (4,9)","Tamotsu Nomakuchi, President and CEO",Japan,898.6,613.4,46,31338.4,2.9
2005,49,VT Group (4),"Paul Lester, CEO",U.K.,857.8,708.7,21,1225.4,70
2005,50,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,848,779.3,9,898,94.4
2005,51,Ruag Suisse,"Toni J. Wicki, CEO",Switzerland,838.1,541,55,974.5,86
2005,52,Rafael Armament Development Authority,"Giora Shalgi, President and CEO",Israel,830,760,9,830,100
2005,53,Krauss-Maffei Wegmann,"Dr. Manfred Bode, Chairman and CEO",Germany,791.1,631.1,25,791.1,100
2005,54,Electronic Data Systems (7),"Michael H. Jordan, Chairman and CEO",U.S.,772.1,468.4,65,21476,3.6
2005,55,Cobham,"Allen Cook, CEO",U.K.,742.7,582.1,28,1480.8,50.2
2005,56,IZAR Construcciones Navales,"Juan Pedro GÃ³mez JaÃ©n, Chairman and CEO",Spain,739,472.9,56,2173.6,34
2005,57,Hindustan Aeronautics (4),"N.R. Mohanty, Chairman",India,738,531.3,39,820,90
2005,58,Diehl Stiftung,"Dr.-Ing. E.h.Thomas Diehl, President and CEO",Germany,683.1,694,-2,2009.1,34
2005,59,Oshkosh Truck (11),"Robert G. Bohn, Chairman, President, and CEO",U.S.,657,700,-6,1926,34.1
2005,60,ManTech International,"George J. Pedersen, Chairman, CEO, and President",U.S.,639.9,433.2,48,701.6,91.2
2005,61,Fincantieri,"Giuseppe Bono, CEO",Italy,632.9,517.9,22,2942.1,21.5
2005,62,Alvis,"N.M. Prest, Chairman and CEO",U.K.,620.7,362.1,71,620.7,100
2005,63,Babcock International Group (4),"Peter Rogers, CEO",U.K.,602.6,483.8,25,753.2,80
2005,64,Korea Aerospace Industries,"Kil Hyoung-Bo, President and CEO",Korea,596.5,712,-16,669.8,89.1
2005,65,Indra Sistemas,"Regino Moranchel, CEO",Spain,567.3,214.1,165,1232.3,46
2005,66,Engineered Support Systems (13),"Gerald E. Daniels, CEO",U.S.,555.2,391.6,42,572.7,96.9
2005,68,MITRE (11),"Martin C. Faga, President and CEO",U.S.,533.7,485,10,784.6,68
2005,69,"NEC (4,9)","Akinobu Kanasugi, President",Japan,533.1,404.7,32,46461.7,1.1
2005,70,Denel,"Victor Moche, CEO",S. Africa,519.2,277.4,87,665.7,78
2005,71,The Aerospace Corp. (11),"Dr. William F. Ballhaus Jr., President and CEO",U.S.,510,453,13,582,87.6
2005,72,ADI,"Lucio Di Bartolomeo, CEO",Australia,496.7,343,45,533.5,93.1
2005,73,Jacobs Engineering Group (11),"Noel G. Watson, CEO",U.S.,494,842.3,-41,1884.8,26.2
2005,74,Aerospace Equipment (12),"Sergei Bodrunov, General Director",Russia,488.9,482.4,1,582,84
2005,75,Israel Military Industries,"Dr. Ehud (Udi) Ganani, President and CEO",Israel,480.1,410.3,17,513.1,93.6
2005,76,Battelle (11),"Carl F. Kohrt, President and CEO",U.S.,472,405,17,1300,36.3
2005,77,Irkut (12),"Alexei Fyodorov, President",Russia,468.4,505.8,-7,502,93.3
2005,78,Kongsberg Gruppen,"Jan Erik KorssjÃ¸en, CEO",Norway,456.1,441.6,3,991.5,46
2005,79,Stewart & Stevenson Services (11),"Max L. Lukens, President and CEO",U.S.,446,439.9,1,1175,38
2005,80,Ericsson,"Carl-Henric Svanberg, CEO and President",Sweden,439.1,333.5,32,16263.5,2.7
2005,81,Bharat Electronics (4),"Y. Gopala Rao, Chairman and Managing Director",India,434.2,382.9,13,620.2,70
2005,82,EDO,"James M. Smith, Chairman, President, and CEO",U.S.,415,296,40,460.7,90.1
2005,83,Ultra Electronic Holdings,"Julian Blogh, CEO",U.K.,399,338.4,18,505.1,79
2005,84,Ufa MPO (12),"Valery Lesunov, General Director",Russia,390.6,325,20,406.5,96.1
2005,85,Teledyne Technologies (3),"Robert Mehrabian, Chairman, President, and CEO",U.S.,387,300,29,841,46
2005,86,Tenix Defence (14),"Robert Salteri, CEO",Australia,380.3,433.6,-12,560.4,67.9
2005,87,"Toshiba (4,9)","Tadashi Okamura, President and CEO",Japan,368.3,415.6,-11,52831.2,0.7
2005,88,Cubic (11),"Walter J. Zable, Chairman, President, and CEO",U.S.,365.1,314.4,16,634,57.6
2005,89,CAE (4),"Derek H. Burney, President and CEO",Canada,361.6,416.8,-13,835.9,43.3
2005,90,"Komatsu (4,9)","Masahiro Sakane, President and CEO",Japan,356,297.9,20,11328.6,3.1
2005,91,ARINC,"John M. Belcher, Chairman and CEO",U.S.,347.1,372,-7,636.5,54.5
2005,92,"Ishikawajima-Harima Heavy Industries (4,9)","Mototsugu Ito, President and CEO",Japan,342.8,439.8,-22,9918,3.5
2005,93,Uralvagonzavod (12),"Nikolai Malykh, General Director",Russia,332.9,271,23,749.7,44.4
2005,94,BearingPoint (14),"Randolph C. Blazer, Chairman and CEO",U.S.,328.5,304.3,8,3139.3,10.5
2005,95,Meggitt,"Terry Twigger, CEO",U.K.,314.6,232.8,35,715,44
2005,96,Silicon Graphics (14),"Robert Bishop, Chairman and CEO",U.S.,314,354,-11,962,32.6
2005,97,"Fuji Heavy Industries (4,9)","Kyoji Takenaka, President and CEO",Japan,272.7,280.4,-3,13629.9,2
2005,98,Tadiran Communications,"Hezi Hermoni, CEO and President",Israel,272.2,225.8,21,1192.1,22.8
2005,99,MMPP Salyut (12),"Yuri Yeliseyev, General Director",Russia,268.8,307.7,-13,420,64
